comment_text,toxicity
yeah  i left a comment back on the reference desk  talk contribs ,0
it is not a personal point of view  it s a stating of the facts of what is actually in the film ,0
prior to quickpolls  he would have been perma  block  by now  guess i ll remove the block again  as soon as i get time  which will probably be about november  if you ve got any brains  you will let that particular troll sleep on  best ,1
thanks for those pointers i actually thought that was a solidly written section  the only edit i ve made for now is to add the link to that first youtube video  part of to the external links section  i expect many others will find that enlightening  as more editors get educated on the matter  we will be able to achieve a smarter consensus on which way to go in having the article cover the issue ,0
 a little  i was overlooking the work somebody was doing on that state a while back and started a few articles on rivers etc and sorting out kannada film lists etc  at present thought i m involved in a discussion at the indian noticeboard about a bot to get all of the missing indian village articles onto wikipedia  if you d like to join in the discussion  just surprised that the healthcare articles wasn t covered seems as karnataka seems to have them especially detailed focused articles like wildife etc  white cat ,0
  here ya go might be good to see if these can be added to twinkle once you ve finished testing talk contribs ,0
  you want to use the  function  chatoffline  ,0
i just sent a couple of e mails to eloquence and ilya  if they un block me  i will do everything i can to help you sincerely ,0
 i have done the merge  discussion ,0
 the article in techcrunch was by a guest author kim mai cutler  hence technically not an original techcrunch article  the author s sleight in camouflaging her own opinion has been explained above and hence her motives are suspect  if there are other articles with unambiguous citations  it may be pointed out  i may be wrong  but someone needs to prove it  secondly  in todays day and age  all tech blogs have fallen prey to factionalism and techcrunch is no exception  thirdly  ,0
must be sought out  in this case  syntactic methods are often used ,0
 thanks for the chuckle though most likely unintentional  i got a chuckle out of your edit summary for isadora duncan diff  add a missing coma my first thought was that i remembered she had such a horrible death and to have a coma on top of that too would have seemed excessive  tgif talk  ,0
i ve seen it  it s a popular newspaper  you should check it out ,0
 edit that sparked controversy  there is no consensus for a reverted edit that i made in this article  hereafter the reverted edit therefore  i have not changed this article unilaterally back to my previous version  because that would be against consensus this reverted edit was reverted by killerchihuahua  kc  who not only disagreed with it  but also said  in her edit summary  that the edit was disruptive i disagree with kc that the edit should have been reverted  for reasons already explained above i also disagree with kc that this edit was disruptive  and i will now fully and carefully explain why  for the record  this edit that kc reverted was clearly not redundant to any previous edits made anywhere else at wikipedia  and thus this edit was not made by me in bad faith as part of any disruptive edit war this discussion of rcog s position on choice started at the article on fetal pain  and i moved it here for valid reasons at the fetal pain article  kc wrote please provide a source that this government institution is  pro choice abortion is legal in the uk  and that the official govt  chartered college are to make that safe is not pro choice  i therefore investigated and learned that rcog is not a government institution  that most of their members live outside the uk  that its governing documents do not specifically limit its activities  that many of its members do not have medical degrees  et cetera so  i concluded that the best place to deal with all of this would be here at the article on the royal college of obstetricians and gynaecologists here at the rcog article  i added quite a bit of info  in addition to rcog s abortion stance  when i was at the fetal pain article and decided to move to this rcog article  i repeatedly said so in the fetal pain discussion  i did not sneak over here to try to avoid objections at the fetal pain article kc has elsewhere cited five diffs that she says prove this controversial edit was virtually the same as several contested assertions i had made previously  here are kc s five diffs in the fetal pain article in the fetal pain article in this rcog article in this rcog article  and in this rcog article none of these five previous edits cited by kc is the same  or virtually the same  as the reverted edit that sparked this controversy both kc s diff and diff show where i inserted a cite to support another editor s assertion that rcog is a pro choice group kc pointed out very clearly at the fetal pain article that she did not think rcog was a pro choice group even though she thought rcog could have a pro choice position on particular issues there is no uncertainty or ambiguity that kc argued rcog may have a pro choice,0
very  very  very  very  very  very  very  very  very  very  very  very  very  very  very  very  very  very  very  very  very  very  very greatly appreciated his imposingness  the grand moff talk ,0
i love bristol palin  she is the going to be such a milf ,0
  ymedio hello i am a contributor to ymedio and think that this page meets the notability guidelines of wikipedia  this page is about cuba s first ever independent news site and deserves a separate entry  this fact is mentioned on the page as well and hence does not qualify for the a  tag  no indication of importance all of the citations are from prominent journalistic sources that are external like reuters  fox news etc  i am sure this page will grow as the site ages please clarify why you think this is a candidate for speedy deletion ,0
finally stop your edit wars and your crusade  if there is censorship  then it is done by you as you removed correct information ,0
dcokeman  while you preach to us from up high on what neutrality means  you need to take a lesson in civility  stop throwing out lame definitions from webster s dictionary to prove your point  maybe assume we know a little bit about the english language  stop preaching to us what neutrality means like a father talks to a child  just make your point about why something is neutral or not without defining neutrality for us everytime assume we re maybe quite possibly smarter than monkeys  don t shout  there s no reason why you need to shove your opinion down our throats july utc ,1
destinations no longer encyclopaedic the list of destinations is no longer encyclopaedic as no reliable reference can be provided  given that the airline has ceased operation i would like to suggest that the list is reduced to a paragraph or two describing the major bases of operations and countries served  comments ,0
 stop male infant genital cutting  the national organization of restoring men has info about circumcision and restoring foreskin male infant circumcision is why all this is happening  learn about circumcision and get the word out on occupy wall street  re imagine by trillion feat andy gibson  john lennon tribute  http w youtube com watch v  c unc ritk  wake up  http w youtube com watch v laha yd nl  http w circumcision org index html  more information including sign messages  http davidwilton smugmug com groups san francisco pride dmcc vcjcs http davidwilton smugmug com groups san francisco pride dmcc xmwsn  list if sites with circumcision info  http w bayareaintactivists org resources  the original foreskin can not be recovered but some of the functions of the foreskin can be restored with foreskin restoration  google foreskin restoration the national organization of restoring men has info about circumcision and restoring foreskin http tlctugger com the tugging method used to restore foreskin like the kind offered at  http tlctugger com  increase skin slack in the penis and improve the function fixing some of the issues but not all  of course the only way to fix it is to prevent the infant  circumcision in the first place  stop mutilating male infant genitals  you can not get your original foreskin back but you can restore your foreskin  google foreskin restoration the national organization of restoring men  http davidwilton smugmug com groups san francisco pride dmcc xmwsn sites with information about circumcision http w bayareaintactivists org resources white house circumcision petition needs signers up to and on oct https ws whitehouse gov petitions petition ban non therapeutic routine infant circumcision  tqgsztg routine infant circumcision is in direct violation of human rights  it is also against the hippocratic oath  which states do no harm  circumcision is harmful to infants and the men that they will become  a circumcision itself takes to of the male shaft skin on the penis  it also takes over fine touch nerve sensors  the gentle gliding mechanism that is offered by the foreskin  and the protection of the foreskin itself  it causes unnecessary pain to the infant and the anesthesia does not block all the pain that an infant feels  in a ban was formed against genital cutting of infant females  under the law the ban should also cover male infants too as the equal protection act states  it s time for all sexes to be protected from this barbaric practice  the national organization of restoring men has information about circumcision and foreskin restoration  http w  eric org  penn teller on circumcision part http w youtube com watch v vlgcqpe xu  penn says  matching penises http w youtube com watch v  yrfnciruak circumcision kills  santa monica http w youtube com watch v xvrkdymkuci circumcision kills http w youtube com watch v  juodnmrwpm all the videos on user bonobo d youtube channel which has this video circumcision jew ish identity http w youtube com watch v zaqdm cxy c ,0
  and no matter how hard you try to block me  you can t stop me,0
diacritics hey thanks for linking me to wp hockey about the diacritics  i ve been looking for that guideline for quite some time now  ,0
thanks for the feedback  and i m very glad to know it was of interest  i m saving it for a summer lull myself the book is bellah s religion in human evolution  if anyone else is curious  ,0
i would say it is not notable because we cannot find any article or book that is exclusively about this subject ,0
oh boho ho bo the ho to alexbrn who seems eager to erase reality  gaelanclark,0
unitarian ministry career i attempted to insert into this article paragraphs lifted from his main wikipedia article relating to his short lived unitarian ministry career which was exercised during the s  in the period this article covers  in somerset and at shrewsbury  shropshire  at the latter william hazlitt met him however the edit was  block  because  according to the message that came up  there were links with particular archive sources that made the copying incompatible  could someone better able to deal with this carry that out  or advise me how these could be worked around ,0
 okay  there s a start  i made the curent tabs white to have some contrast  talk ,0
please stop vandalizing  please do not add nonsense to wikipedia  it is considered vandalism  if you would like to experiment  use the sandbox  thank you ,0
 as honorific title ,0
 and speaking about his fine contributor and high quality edits so much to speak about them i know he  hate s poland and me also but this piece of trash http en wikipedia org w index php title user talk izehar diff  next oldid look who s talking about  good joke what about you they didn t start the rfc against you for nothing i suppose http en wikipedia org wiki wikipedia requests for comment ghirlandajo just look at his contributions calling names  ad hominem attacks and usage of offensive language  calling poles polacks when asked to apologize or stay on topic  he replied with offensive language zombie revert zombie suggestions of being intoxicated by obscure polish hack writers  ignorance  ad hominem arguments  calling the arguments of the opponents slurs and hysteria  offensive language  ethnic slurs  all is there  in one edit diff  also  bizarre accusations of some sort of conspiracy if this statement is a personal opinion of halibutt  molobo  rydel  and co  you may continue gaping at your cheap polish propaganda booklets about alleged russian massacres  which i daresay are not considered a credible source even by wikipedia as well  ad hominem attack later even strengthened  rvv a revert maniac  can t we block him racist ethnic generalizations and accuasion of incivility on behalf of the entire polish nation trying to escalate the conflict at talk history of belarus by posting this comment at portal russia new article announcements  the notice was finally removed after wojsyl asked him to stay cool  accusations of  breaking the wiki rules though later removed  paranoia bad faith ignorance fantasies rm polish idiosyncrasies http en wi,1
do so all mexicans and black people are  shit  heads and im in the k fuck heads  ,1
fastily take it up the ass  douchebag ,1
  why can t we just say salafists and hooligans or something like that  they are hooligans  after all  ,0
i am glad you understand this  my goal is to make you protect as many articles as possible  i am actually targeting all articles ever edited by user tabib  i would like to show him the very basic idea of internet where totalitarian rules cannot be applied ,0
oh ok thanks for the tip but do i have to do that everytime,0
redirect talk list of diplomatic missions of honduras,0
i deleted it again thanks for letting me know  edgar ,0
at the time  including,0
 of course  my critical additions are all unreasonable and unfair  while your biased partisan ones are all reasonable and logical  right  puh lease  next thing you are going to tell us is that being a dirty trickster is legitimate  after all  you re just doing the right thing and the ends justify the means  typical progessive stalinist  speak  i ve restored the complete version which you have vandalized yet again nicolas leobold ,0
allmusic  rolling stone  spin  popmatters  slant magazine  and many others  can be used to support an album genre  adult contemporary is sometimes consider a music genre  even if i think it s only a radio format along with classic rock or album oriented rock  i think you should discuss it on the article s talk page ,0
regardless of what you believe  it s not part of the definition  so it shouldn t be phrased as such now  apparently  you want me to teach you economics fine payment of wages for labor is an emergent phenomenon in free markets  a number of things happen technology advances  which increases the return to sepcialization interest rates and average profit margins decline both of these make it harder for one person to have all the skills to competitively run all parts of the business so  people start to sell just the input they re  comparatively  best at  that gives people a much higher return for their efforts than investing money at interest  or trying to do all functions of the production process well  but we really shouldn t be using the talk page for economics lessons ,0
well what s wrong with you ,0
the tale of baldilocks and the three hairs  lol ,0
 why are my section keep being undone everything here could be considered chat and undone  there is obviously a biased cabal of editors at work here  including summerphd  jeff g  rolandr and many others  ,0
lol yeah  you d think they were designed for swimming and that there is no other technology suitable for that role there really should be a lot more about the trendy fashioncentric aspect of jeans which imo much better represents them in the past years and some non levis info i d do it myself but i don t really follow jeans or fashion myself mar utc ,0
if you think it works  would you be so kind as to help nominate it as i am not really good at that kind of stuff thanks ,0
i included cows in action in there on astrosaurs because it was related to it  also astrosaurs academy is not made up  its true  i want to know if the cows in action article can be created again  also move cows in action to steve cole if you must  but don t delete the section about astrosaurs academy its not a fake section its true  ,0
 the problem is the wider we cast the net in terms of subject matter for the article  the more room there is for disagreement and debate energies are dispersed  and the article becomes lopsided and uneven read the article on human skin color this article discusses the various theories about human skin color one scenario is that fair skin is the result of spontaneous  random mutation  that  theoretically  there were white skinned people  the result of genetic mutations  in africa  but they simply did not survive to produce progeny  that the same mutations occurred when humans migrated north  but because of the climate  those mutants survived to bear and rear offspring another scenario posits that humans initially were pale like simians  but as they began to lose their hair  their skin darkened over time as a climatic accommodation and there are other theories  as well you want to get into melanin in this article  and the accompanying sturm und drang of agrument  disagreement and  potentially  more edit warring  just look at what s happened here with a far narrower piece and for material that eventually will be cut out  anyway the mechanics of melanin this still reads like a phenomenally bad idea  ,0
hello  and welcome to wikipedia here are some tips to help you get started read the tutorial  and feel free to experiment in the sandbox eventually  you might want to read how to write a great article  naming conventions  the manual of style and policies and guidelines explore  be bold in editing pages  and  most importantly  have fun i hope you enjoy editing here and being a wikipedian  if you have any questions  post a question at the help desk or my talk page by the way  you can sign your name using three tildes  like this four tildes produces your name and the current date nice work on lali  drum ,0
this page has been completely ruined it has been half changed for some reason by some idiot it is also now completely out of date as a lot of these singles have recharted many times since this page should be taken off now if this hadn t have been messed around with in the beginning i would have kept this current also would have added a comprehensive list of most weeks on albums chart which has taken me years to collect the information am now keeping to myself rather than sharing it with you wiki beaurocrats ,0
 hope you don  t mind  but i extended your block of to one week it was the second time and the vandalism was pretty bad first hour block didn t seem to do the trick so i felt one week may no problems if you want to use your time  i just wanted to notify you of the change talk thanks  for reverting vandalism to my user page  seen this already i know two of your brothers e  talk contribs moline a few days ago i asked you why you reverted my efforts on the moline  illinois page and either i didn t get a response from you or i didn t receive it in your initial message to me  given at the time when you reverted all of the work i had done  you called my efforts vandalism and nonsense  i realize this is probably a auto generated message sent in response to a flagged  accidental  event  but given that i ve made several attempts to communicate to you  via this page as well as four or five times thru the original vandalism nonsense to which to you responded  once with  i might add  a tone that was less than in keeping with the tone i see when i read the messages on this page nevertheless  what i was trying to accomplish with the moline page was to take a wikipedia entry that was woefully lacking and add some real value to it  i had added the the moline page a location air travel major interstate highways sports gambling and landmarks  and notable bridges sections additionally  i completely revamped the schools section into an education section that provided internal and external links to every school mentioned you removed all of that btw  i tried to document all of my efforts in the discussion page  so anyone could see what i was trying to do  make the moline page better before i found it  it was little more than a glorified rundown of which neighborhood has more mexicans than the next  and i found it simply too racist to let stand yes  i also was trying to edit the neighborhood section  to remove the racism  but also better demonstrate the real flavor and history of the town thanks to you  the history and flavor is gone  and the racism is back congratulations a final request  if you see fit to keep my efforts out of the wiki  then please be so kind as to be consistent  for i still see the results of my writing on the moline page if you are going to remove my work and have the moline page reflect the rants of one racist hick  please be consistent and completely remove all of my work either keep all of my work in  or none of it thanks  and kind regards march utc the preceding unsigned comment was added by talk contribs april utc  ,0
it s called playing the wp point game  since his afd is doomed again what s up  doc ,0
yes  i believe i ve already said that the point in this case is answered  i ve explained the broader question i was asking twice so i ll just wait to see if anyone else has an answer  if no one so be it ,0
 nationalists first of all this is not a place for your pro terrorist  nazi  separatist propaganda  kosovans don t and never existed if you mean serbians in southern serbia  kosovo  then yes  anyway article claims guard is formed of nationalists  serbian nationalists  and serbian nationalist parties together with serbian nationalist organization absolutely don t support this organization and claim that all military actions should be made by serbian army  that unlike guard who had only members  has members including volunteer  serbian pvo and saf  paramilitary  professionals and reserve serbian nationalist organizations like etc  also support that all actions in south serbia  kosovo  should be done by serbian army  so i don t think we should put nationalist  but i still won t remove it  ,0
on a personal note  thanks for cleaning up the citations on reading company  pennsylvania railroad  and conrail  in the future could you please use edit summaries  so that i and other editors know what changes you re making  thanks again  talk ,0
 no personal attacks please and i have now opened a discusson for you at wikipedia talk wikiproject football unofficial caps  fifa or national association talk ,0
 candidate for deletion this seems like a serious article with some serious problems  the lead pseudophilosophy is a term  has no sourcing  the lead  and especially the first paragraphy of an article  is like a definition and therefore requires sourcing  the body of the article is sourced  but it s just a list of where pseudo philosophy has been used before  but does not justify the lead  i tried myself to quickly find some reliable source that would justify the lead  but couldn t find anything  the section accusations against popular philosophers should probably be removed the way it is now  two of the entries are un cited and the rand citation is by a writer of unknown qualifications  also  i can see this section degenerating into a philosophy i  hate  list  the article seems to me  the way it is now  to be a candidate for deletion  ,0
about this things since you been in englewood ,0
 hold on  i m misreading you  i had proposed  rr for him i assumed that applied to the current episode  as far as i can tell  you re proposing no sanction at all ,0
i can t speak for jimbo  but if i were in his position i would consider it an obligation to enforce the integrity of wikipedia in extreme cases like this  in spite of any disproportionate controversy that may possibly result from my actions  this seemed like a clear cut case of administrator abuse to me  i m a centrist  no bias accusations please most of the small handful of people who know about this controversy will forget about it within a week or month  the article  on the other hand  would be lost forever  the knowledge therein stolen from innumerable potential readers  think of the bigger picture  and moreover  consider these overreactions and what they implicate ,0
  i think all your edits are listed here by article  digame ,0
you are probably right about am wood  did you check the other xis i piped them mostly by  educated  guess work  talk contribs ,0
 whom do you cheat  if you were not emotionally involved you would move to deal with something else  analysis of your contributions shows that you are obsessed with fighting for jew ish cause  as for your remark is the israel shamir article a jew ish subject i thought he was a christian  it is disingenious at best  sneaking at worst  ,0
  actually what is happening is wikipedia editors are doing what they should not be doing trying to apply their own opinions and what is essentially original research  watkins is referred to as a pedophile by multiple highly reliable sources  all of these sources are referring to him as a pedophile per the clinical sense  one who is  sex ly attracted to children it is not our place to accept or reject this information  are there reliable sources anywhere that are arguing the man is not a pedophile  if that were the case  i can see why this would be up for debate  but it s not nobody is claiming the man is not a pedophile  additionally  before you argue that we don t know whether watkins is  sex ly attracted to children  i highly suggest you actually take a look at the facts of the case and all the activities he has been involved  if you can t be bothered to do that because it sickens you  then fine  but don t claim that there s just no way for anyone to know  yo ,0
  npvo is mostly just about the edit left by if someone with some knowledge of this topic would clean it stylistically from this fateful day shudder  and then take out the snide quips that would help  ,0
 nicosia is the only capital of republic of cyprus  all greek and turkish cypriots wikipedia users want to see an end to an article which presents nicosia as capital of turkish occupied northern cyprus wikipedia users who remove turkish illegally occupied  northern nicosia are banned by users who serve turkish interests  this will be administrated to wikipedia offices by e mailing  ,0
i m not one of your students  talk to me like an adult or shut up ,1
 secondly  it has nothing to do with the diplomat  wikipedia s rules would argue he is not notable enough for his own article  therefore his disclaimer  to distinguish between the diplomat and the radio talkshow host  shouldn t be necessary,0
 there s a note at the top of the page that explains some of this creationism can also refer to creation myths  or to a concept about the origin of the soul  for the movement in spanish literature  see creacionismo  the article attempts to give due weight to relevant sources if you believe that there are important sources that have been left out or that were not given due consideration  please do point us toward those sources  and you are  of course  always welcome to add material yourself  or discuss proposed changes thanks  ,0
  pluto is just a big cheeseball  that s it  all it is is a big cheeseball  how do i know this  i went to a special science lab  so now we know we know what it is we don t have to wonder what it s made of,0
 for richard feb unfortunately haar reviewed the book this is not about explsion it is about ethnic cleanings before done by germans and scientists who supported this ideas  overmans book deutsche milit  rische verluste im zweiten weltkrieg  is strictly about german military losses nothing more nothing there about expulsion i confess that i don t know what nitschke has to say on this subject she says of around million germans within the lands of post war poland in six million fled or were evacuated million were expelled  one million were verified as poles remained in poland as a german minority  and up to million died  p thus that means total millions deaths she also says though estimates of the dead range widely  as many as a million germans perished during flight and expulsion from poland in it means in years take for consideration that so call wild expulsion started on may and the and first part of was actually the flight next she says in the long fourth chapter  nitschke turns to the expulsions  which came in three waves  during a period of wild expulsions from may to july the polish military drove up to germans across poland s new western border  the second wave of expulsions came after the potsdam conference  but before the organized  trans fer of remaining germans began in early from august to december poles expelled close to more germans in poorly organized  trans ports  the final phase involved the  trans fer of million germans in a process coordinated with british and soviet authorities in occupied germany in and ,0
hey there guys this is my talk page  leave any comments questions concerns about my editing or where you think i can help with editing  i will respond to your remarks here on my talk page as well as on your own  i reply on your talk pages so that i know you got my message  and i reply here on my own so i remember who i have replied to ,0
you have obviously researched wimbledon girls more thoroughly than me  this out recently  http books google co uk books id l k baqbaj dq  smile in portraiture source  gbs navlinks s it s an interesting area  i don t think you could say the typical ziegfeld girl wrapped up warm  picture redacted  though it depended whether she was a show girl or a chorus girl  a distinction i had not appreciated before i wrote that article  dolores was the former and kept her clothes on  because the clothes were what it was all about ,0
  replied at user talk cagefightmedia  where this conversation began ,0
marcusaurelius why exactly was this user banned ,0
 jehovah s witnesses related question hi jeffro i don t remember ever actually writing any wikipedia comments before  so forgive me if my formatting ends up wonky  i was just looking for lists of watchtower publications to help me with my collection  when i stumbled across this page and section https en wikipedia org wiki list of watch tower society publications primary study aids  https en wikipedia org wiki talk list of watch tower society publications study aids  the heading these publications are intended to convert interested individuals struck me as a bit jarring and out of place  for one  the immediate next header is secondary aids are considered just before or shortly after baptism so it is not even consistent  secondly  i am not sure that i agree with the talk page reason you give for keeping the header  as it includes original research  private interpretation of primary sources  and citations of a publication that might not even apply to all of the books listed  e g how does a s kingdom ministry support the statement that studies in the scriptures is intended to convert interested individuals thirdly and lastly  making statements about intent is always notoriously difficult and subject to conflicting interpretation  while making statements of fact is much simpler and should be preferred  with that in mind  a possible alternative header might be something like these publications are generally considered prior to baptism it is concise  clear  consistent with the other headers and doesn t make assumptions about intent  only fact  may i have your thoughts you have previously commented at wikipedia talk pages  and you had mastered wiki formatting such as indenting at the time  you also referred to yourself in the third person a few times  i hope you ve recovered from that oddity the intended purpose of the  bible study  program offered by jehovah s witnesses most definitely is to convert individuals to the jw faith  though the students are not told of that goal at the outset of the study  for example your goal is to help the student achieve greater insight into the truth  qualify as an unbaptized publisher  and become a dedicated and baptized witness of jehovah our kingdom ministry  april page chapter of what does the bible really teach pages your alternative wording would therefore be misleading  because the students don t start out with any intention of being baptised as members of the religion they just think they re  learning more about the bible your wording would only be suitable if the order of events was a  a person wants to be baptised as a jw  b  they study the necessary literature  c  they get baptised  i have added references to the article supporting the fact that the publications are used with the goal of converting individuals  pediainsight can you supply diffs of plagiarism copyvios  if that is genuinely what the user is doing then i have this shiny banhammer in my tool belt  guy for a few examples previously indicated  see user talk pediainsight citations  more recently  his edits at homeopathy plagiarised an extract of dana ullman s book  if you d like other specific examples  please advise which ones  line breaks thanks for your contributions to the tonga adventist article  a minor point  you have been removing line breaks from the end of sentences  see wikipedia manual of style accessibility text  do not insert line breaks within a sentence  since this makes it harder to edit with a screen reader  a single line break may f,0
loosely speaking the probability of an event is the number of positive outcomes divided by the number of all possible outcomes  throw a dice  probability of getting a is but now consider something where you have an infinite number of possible outcomes  pick a random number between and the probability of getting exactly pi is infinity however it is not  impossible  to get pi  just very very unlikely  of course this is very much a theoretical concept  since in pretty much all real world applications you have only a finite number of possible outcomes ,0
 you must know that rodhullandemu and davidtokyo view the cilla black page as their own personal property and thus will not allow any edits to be made without their consent  it s a waste of time trying to improve the article unless they explicity permit it  i d not bother again if i were you  and alas  since neither has anything better to do and regard wikipedia as a job you ll never get one over on either of them  ,0
it should be noted that my reference requests are being consistently removed and i have been threatened with banning if i continue to disrupt the article by holding the body of the text to the same standard that the nwa argument is being held to  is wikipedia supporting bad history  or does it only allow posts that seem acceptable in the eye of the beholder ,0
j bar and c fred onorem are having group ass sex together all three of them are wikipedians who are going to get owned  they like to share things such as aids and another assoertment of std s ,0
 struck out sources that are disputed due to a  methodological conclusion flaws  b  strong bias against someone something c  is disputed by an editor here for another reason  age  tone  content  etc,0
 please stop removing content from wikipedia  it is considered vandalism  if you want to experiment  please use the sandbox  thank you  ,0
is it perhaps not true that  before fiat money  inflation was adding one or millions of monetary units to the money supply  with the advent of fiat money what you call creating money out of thin air  a reality or fact that you are in total denial about  although the whole world economy operates like that and there is no sign that it is going to change even more in denial than you accuse us mainstreamers of  so prices rise as the result of a complex of economic activities  at the same time the money supply increases as well as a third factor operating at the same time  that is  actual new wealth created in the economy  since only a specific level of money supply is required at any specific level of wealth in the economy  the rise in the general price level indicating inflation  is the way inflation is revealed as well as measured ,0
please help out with generation love  i ve done quite a bit only to be reverted ,0
 time traveler issue in hindsight it has been a little over months since this story was first reported  and obviously all the hysteria around it has died down  a google search for news articles related to the story has shown that the incident has only been reported once in the past months  this one page was an end of the year summation that is typically seen at this time of year  since this story only managed to be mentioned on one of these lists it is safe to say that this is clearly a flash in the pan and i am now removing it from both here and the internet phenomena page the end ,0
 december utc  is there a way to block some of the more overt agw activists like guettarda and chriso  they are as bad as the first group you mentioned and deserve similar treatment ,0
well  i could do with help on how to fix a broken link  i was only trying to help  please email me john dot harnett at gmail dot com,0
thanks for experimenting with wikipedia  your test worked  and has now been reverted or removed  please use wikipedia sandbox for any other tests you want to do  since testing in articles will be reverted quickly  please see the welcome page if you would like to learn more about contributing to our encyclopedia  thanks may utc ,0
 as per this policy  we use the term million as it is international in value  and so that non indians can understand  ,0
 origin  parts of this article particularly the origin section not only failed to cite reliable sources  it also left out material facts as regards to the true origin of takrur  also spelt tekrur in this regard  it totally left out the history of the serer people  also spelt serere seereer s  r  re and sereer who are not only the oldest inhabitants of senegambia along with the jola people  source  gambian studies no people of the gambia  i  the wolof  by david p  gamble linda k  salmon with alhaji hassan njie  san francisco to which takrur is part of  but the article gives the impression that takrur was founded by the fula people and or only the fula when both historical and archaeological sources contradicts that claim in fact  at the date and time of raising this article for discussion  no attempt was made by certain people to acknowledge the trutful history of the serer people who resided at takrur or tekrur  edits i had previously made were vandanlised by a certain person with false and ridiculous accusations  as such  i call all interested parties for an open discussion before i start making further edit on this article that aside  there is no mention of the serer people in this article it is a fact that members of the serer group have resided in takrur for milleniums  ruled it  implanted their own royal dynasty as well as their ancient religion  the serer religion or fat rog the following is a quote from henry gravrand  author of la civilisation sereer pangool who also authored la civilisation sereer cossan since the publication of cossan history i took as a starting point of the sereer story in tekrur over years ago  i noted an important discovery  in the middle of the sahara  in the tasili the rock carvings listed by henri l hote  appears the traces of the present sereer cossan serer history  or their ancestors  a period dating back to the third or fourth millennium  this engraving represents the sereer initiation star  serer cosmology with two coiled snakes  symbols of the pangool ancestral spirits also ancient serer saints in the serer religion the rock where the star appears is the sereer symbols of the pangool which was probably a place of worship  source  henry gravrand  la civilisation sereer pangool published by les nouvelles editions africaines du senegal page isbn the history of the serer people who resided at tekrur  the influence of their culture  history  religion and tradition on the land should not and cannot be erased from history to quote issa laye thiaw  author of la femme seereer if the term religiosity expresses the commitment or devotion to a particular religion  it also applies to the serer who are jealously attached to their traditional values and show little interest in respect of religions from outside  however  few people adhere to these religions and gradually move away from the religion of the land  the latter is the object of aggression and distortion on the part of some muslims  to weaken the impact in people s minds  in this context  their serer neighbours assigned names and adjectives to things they have invented from scratch  trying to prove their superiority and that of their religion  the serer religion the serers are so far  one of the few people of senegal who are not yet fully converted to a modern foreign religion obstinately attached to the religion of their ancestors  the serers refused to change the social and religious life inherited from their ancestors  making every effort to prevent the penetration of foreign religions in their country only recently were they superficially converted to islam and christianity  source  issa laye thiaw  la religiosite de seereer  avant et pendant leur islamisation ethiopiques no revue semestrielle de culture n  gro africaine  nouvelle s  rie  volume e semestre issa laye thiaw s remarks about islam is absolutely relevant as far as this article is concerned  for a more detailed explanation of what issa laye thiaw is referring to when he said the latter is the object of aggression and distortion on the part of some muslims  to weaken the impact in people s minds please refer to maba diakhou b s discussion page the url is as follows http en wikipedia org wiki talk maba diakhou b c  a as for this article  issa s remark is relevant the article made couple of references to the implantation of islam in the kingdom of takrur and talked about how good this was for the kingdom and the people not only does this article fail to give a true account of how islam really came to takrur and how the serers and only the,0
page name a user has reverted an edit that was going to include a uav in the list the reason stated was that  a uav isn t a specific aircraft and the army isn t part of the raaf there are quite a few aircraft in the list that are not part of the raaf moreover  all future helicopter purchases are most likely going to be either army or ran therefore  we either remove all ran and army aircraft or we move the page to  list of aircraft of the adf if you re up to it we can vote to move the page as below and i will do any changes  if any  next week  mon th march support it will make the list more comprehensive and keep the current intent ,0
warning  i am answering an editor directly when he she asks a question there is nothing personnel about the what i have written  i was asked a specific comment and i answered  this is what is called conversation ,0
hey man you should really get a life  you sit on your lazy ass all day  you don t have a real job  get a fuck  ing hobby besides acting like a damn hero everytime you take away someones humorous edit  block me if it makes you feel any better but i dont give a  shit  and a half ,1
  wasn t aware you would be working for me by adding a toc if that s your attitude then don t edit wiki at all  because every edit benefits someone  your adoption of that form of wp battlefield attitude is what i mean before  your  rr block log shows your unwillingness to collaborate because you are self serving rather than community serving no personal attacks from me either  only observation of your misdeeds and mass scale bad faith reverts  also you defined the editor who toc d the cat as an spa but wp spa and arbcoms specific def  on an spa does not support your statement  so perhaps that s another example of your hostility towards ips and new editors  you are very aggressive  and the ownership like behaviour you have placed on these articles in your own interest rather than wiki s is all too evident  there is no point my beating about the bush  i m honest  you re a bad faith editor who misrepresents policy  uses it to his advantage and ignores the wider benefits of doing something good and chooses to argue instead  i ve remained perfectly civil with you  despite your intolerance and oppressive mannerisms  i don t work for you  but you chose to make my edits as a personal afront to your standards  rather than those set out by the community  you reverted articles without even knowing what you were reverting  the eric fleming article being a laughable example that you were bul reverting without a care for who or what you harmed  foregone conclusion is simple for anyone to see  you don t like ips newbs so you wp bite them harshly  rudely and subjectively with undue force ,0
